,p1,p36,p37,p2a,weekday(p2a),p2b,p6,p7,p8,p9,p10,p11,p12,p13a,p13b,p13c,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p27,p28,p34,p35,p39,p44,p45a,p47,p48a,p49,p50a,p50b,p51,p52,p53,p55a,p57,p58,a,b,d,e,f,g,h,i,j,k,l,n,o,p,q,r,s,t,p5a,region
188,2100160190,5,,2016-01-05,2,955,1,2,0,2,1,2,401,0,0,0,900,2.0,3.0,1.0,1.0,1.0,1.0,0,1,2,0,0,4,2,10,,3,35.0,13,1.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-744587,340","-1041954,630","-744587,340","-1041954,670",PRAHA6HRAD»ANY,MILADYHOR¡KOV…,,sledovan·komunikace,,,,,,,,,1,PHA
189,2100160191,6,,2016-01-04,1,2560,2,0,0,2,1,0,516,0,0,0,200,2.0,6.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-740748,430","-1053639,430","-740748,410","-1053639,800",PRAHA4PÕSNICE,äVIHOVSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
190,2100160192,6,,2016-01-04,1,2560,2,0,0,2,1,0,516,0,0,0,500,2.0,8.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-745806,028","-1047970,090","-745804,977","-1047970,082",PRAHA5HluboËepy,CHOTE»SK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
191,2100160193,8,,2016-01-01,5,2560,3,0,9,2,1,0,516,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,0,,5,26.0,05,3.0,0.0,4.0,0.0,1.0,5.0,0,9.0,,,,,"-744223,040","-1051940,940","-744223,040","-1051940,940",PRAHA4-MODÿANY,PLOVDIVSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
192,2100160194,5,,2016-01-05,2,2560,2,0,0,2,1,0,516,0,0,0,500,2.0,5.0,1.0,1.0,1.0,1.0,3,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-737695,720","-1046091,410","-737695,580","-1046091,180",PRAHA10STRAäNICE,PRŸBÃéN¡,,sledovan·komunikace,,,,,,,,,1,PHA
193,2100160195,6,,2016-01-05,2,1020,1,2,0,2,1,2,404,0,0,0,100,2.0,3.0,1.0,0.0,1.0,1.0,0,1,0,5,0,5,2,10,,3,13.0,,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-742109,459","-1044597,681","-742110,046","-1044597,778",PRAHA2,,,mÌstnÌkomunikace,,713054.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,454877.0,GN_V0.1UIR-ADR_410,1,PHA
194,2100160196,6,,2016-01-05,2,930,3,0,2,2,1,2,204,0,0,0,810,3.0,6.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,1,0,,3,47.0,09,1.0,1.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-736398,810","-1047781,380","-736398,780","-1047781,630",PRAHA10HOSTIVAÿ,ävehlova,,mÌstnÌkomunikace,,,,,,,,,1,PHA
195,2100160197,6,,2016-01-05,2,1030,2,0,0,2,1,2,204,0,0,0,600,2.0,5.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,47.0,98,1.0,1.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-733257,660","-1045972,890","-733250,560","-1045971,070",PRAHA10,UPRAVEN¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
196,2100160198,5,,2016-01-05,2,1020,1,3,0,2,1,2,410,0,0,0,1000,2.0,5.0,1.0,1.0,1.0,1.0,0,1,3,3,2,4,2,10,,3,39.0,96,1.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,,,"-725214,720","-1044738,380","-725212,340","-1044739,470",PRAHA-9KL¡NOVICE,SLAVÃTÕNSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
197,2100160199,5,,2016-01-05,2,1045,1,4,0,2,1,2,503,0,0,0,500,2.0,3.0,1.0,4.0,3.0,1.0,2,1,0,0,0,1,2,0,,3,39.0,04,1.0,0.0,0.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-744289,240","-1045575,930","-744287,880","-1045575,580",PRAHA5SMÕCHOV,Dob¯Ìösk·,,sledovan·komunikace,,,,,,,,,1,PHA
198,2100160200,5,,2016-01-05,2,1045,1,4,0,2,1,2,509,0,0,0,130,2.0,3.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,2,0,,3,4.0,12,3.0,0.0,1.0,0.0,1.0,3.0,50,2.0,1.0,1.0,,,"-744284,400","-1045593,030","-744283,460","-1045592,790",PRAHA5SMÕCHOV,Dob¯Ìök·,,sledovan·komunikace,,,,,,,,,1,PHA
199,2100160201,4,,2016-01-05,2,1045,8,2,0,2,1,2,413,0,0,0,1200,2.0,3.0,1.0,1.0,1.0,1.0,0,7,2,0,0,4,2,19,,3,17.0,14,1.0,0.0,0.0,0.0,1.0,75.0,900,2.0,1.0,1.0,,,"-736156,300","-1047795,560","-736157,360","-1047801,520",PRAHA10,äVEHLOVA,,sledovan·komunikace,,,,,,,,,1,PHA
200,2100160202,5,,2016-01-05,2,1130,1,4,0,2,1,2,503,0,0,0,1800,2.0,3.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,2,0,,3,39.0,14,1.0,0.0,0.0,0.0,1.0,1.0,1000,2.0,1.0,1.0,,,"-736870,824","-1046649,872","-736868,364","-1046651,083",PRAHA9,»eskobrodsk·,,mÌstnÌkomunikace,,821588.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,466867.0,GN_V0.1UIR-ADR_410,1,PHA
201,2100160203,6,,2016-01-01,5,2560,2,0,0,2,1,0,516,0,0,0,100,1.0,3.0,1.0,3.0,2.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-742404,840","-1043000,270","-742404,840","-1043000,270",PRAHA1STAR…MÃSTO,KR¡LODVORSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
202,2100160204,6,,2016-01-05,2,1120,1,4,0,2,1,2,504,0,0,0,500,2.0,3.0,1.0,6.0,1.0,0.0,1,1,3,3,2,5,2,10,,5,64.0,92,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-737035,895","-1056867,553","-737043,478","-1056848,475",PRAHA4-CHODOV,HVIEZDOSLAVOVA-ANNYDRABÕKOV…,,mÌstnÌkomunikace,,765495.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,539325.0,731285.0,GN_V0.1UIR-ADR_410,1,PHA
203,2100160205,6,,2016-01-05,2,1145,1,4,0,2,1,2,503,0,0,0,150,2.0,3.0,1.0,1.0,1.0,1.0,0,1,3,3,0,5,2,10,,3,31.0,00,9.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-748572,080","-1041506,360","-748572,000","-1041506,950",PRAHA6VELESLAVÕN,JOS…MARTÕHO,,mÌstnÌkomunikace,,,,,,,,,1,PHA
204,2100160206,5,,2016-01-05,2,1150,1,4,0,2,1,2,504,0,0,0,400,2.0,3.0,1.0,3.0,1.0,1.0,2,1,0,0,0,1,2,0,,3,39.0,13,9.0,0.0,0.0,0.0,1.0,3.0,200,2.0,1.0,1.0,,,"-742260,070","-1042171,290","-742259,890","-1042175,270",PRAHA7-HOLEäOVICE,n·b¯eûÌKapit·naJaroöe,,sledovan·komunikace,,,,,,,,,1,PHA
205,2100160207,6,,2016-01-05,2,1150,1,3,0,2,1,2,508,0,0,0,1200,1.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,2.0,15,3.0,0.0,1.0,0.0,1.0,5.0,1100,2.0,1.0,1.0,,,"-746025,840","-1042896,060","-746025,840","-1042896,060",PRAHA6BÿEVNOV,Liborova,,mÌstnÌkomunikace,,,,,,,,,1,PHA
206,2100160208,5,,2016-01-05,2,2560,2,0,0,2,1,0,516,0,0,0,200,2.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-745013,580","-1053365,370","-745013,580","-1053365,370",PRAHA4MODÿANY,KOMOÿANSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
207,2100160209,5,,2016-01-05,2,1200,3,0,2,2,1,2,508,0,0,0,101,2.0,3.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,1,0,,5,19.0,10,3.0,0.0,1.0,0.0,1.0,3.0,1,3.0,1.0,1.0,,,"-738880,000","-1041602,810","-738881,300","-1041586,500",PRAHA8-LIBE“,ZENKLOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
208,2100160210,5,,2016-01-05,2,945,2,0,0,2,1,2,502,0,0,0,900,2.0,3.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,3,0,,5,10.0,10,1.0,0.0,1.0,0.0,1.0,1.0,0,3.0,1.0,1.0,,,"-742295,964","-1042801,899","-742295,368","-1042801,887",Praha1,RevoluËnÌ,,mÌstnÌkomunikace,,2375731.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,467600.0,GN_V0.1UIR-ADR_410,1,PHA
209,2100160211,5,,2016-01-05,2,1325,1,4,0,2,1,2,504,0,0,0,1100,2.0,3.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,2,0,,3,26.0,07,1.0,0.0,1.0,0.0,1.0,3.0,700,2.0,1.0,1.0,,,"-744129,110","-1045033,760","-744134,320","-1045034,870",PRAHA5SMÕCHOV,N¡DRAéNÕ,,sledovan·komunikace,,,,,,,,,1,PHA
210,2100160212,6,,2016-01-05,2,1440,1,2,0,2,1,2,411,0,0,0,200,3.0,1.0,1.0,1.0,1.0,1.0,2,1,0,5,0,1,2,0,,3,8.0,14,3.0,0.0,0.0,0.0,1.0,5.0,150,2.0,1.0,1.0,,,"-737728,650","-1041910,270","-737728,760","-1041910,620",PRAHA9LIBE“,»ESKOMORAVSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
211,2100160213,6,,2016-01-05,2,1520,0,0,0,2,5,2,100,0,0,0,900,2.0,6.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,3,12.0,03,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-736596,180","-1046372,466","-736596,001","-1046373,134",PRAHA10Straönice,SLUäTICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
212,2100160214,6,,2016-01-05,2,1530,2,0,0,2,1,2,509,0,0,0,400,2.0,6.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,3,0,,3,39.0,10,3.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-742465,538","-1045450,71","-742466,277","-1045450,626",PRAHA2,Svatoplukova,,mÌstnÌkomunikace,,285233.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,470783.0,GN_V0.1UIR-ADR_410,1,PHA
213,2100160215,5,,2016-01-05,2,1610,1,4,0,2,1,2,503,0,0,0,300,2.0,5.0,1.0,5.0,3.0,1.0,3,1,0,0,0,1,2,0,,3,23.0,98,1.0,0.0,1.0,0.0,1.0,3.0,0,3.0,1.0,1.0,,,"-739366,743","-1043752,422","-739365,522","-1043752,285",PRAHA3,JanaéelivskÈho,,mÌstnÌkomunikace,,3315749.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,480240.0,GN_V0.1UIR-ADR_410,1,PHA
214,2100160216,6,,2016-01-05,2,2560,2,0,0,2,1,0,516,0,0,0,300,2.0,8.0,12.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-736621,835","-1056045,184","-736625,913","-1056055,425",PRAHA4,Opatovsk·,,silnice3.t¯Ìdy,0033,320248.0,,OpaËn˝kesmÏru˙seku,Pomal˝,539325.0,710741.0,GN_V0.1UIR-ADR_410,1,PHA
215,2100160217,5,,2016-01-05,2,1620,1,4,0,2,1,2,204,0,0,0,500,2.0,6.0,1.0,5.0,2.0,1.0,0,1,3,3,2,5,2,10,,3,4.0,09,1.0,1.0,1.0,0.0,1.0,3.0,300,2.0,1.0,1.0,,,"-743433,800","-1043356,920","-743435,170","-1043356,510",PRAHA1STAR…MÃSTO,SMETANOVON¡Bÿ.xBETL…MSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
216,2100160218,6,,2016-01-05,2,1600,1,3,0,2,1,2,404,0,0,0,1000,2.0,5.0,1.0,5.0,3.0,1.0,0,1,0,5,0,1,2,0,,3,39.0,,1.0,0.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-752539,140","-1045612,000","-752546,320","-1045615,570",PRAHA5,ÿEVNICK¡,,sledovan·komunikace,,,,,,,,,1,PHA
217,2100160219,5,,2016-01-05,2,1615,1,3,0,2,1,2,204,0,0,0,2300,2.0,8.0,1.0,5.0,3.0,1.0,0,1,3,3,0,4,2,10,,5,19.0,06,3.0,1.0,1.0,0.0,1.0,3.0,800,2.0,1.0,1.0,,,"-732887,990","-1050076,300","-732888,000","-1050076,000",PRAHA10,FRANTIäKADIVIäE,,sledovan·komunikace,,,,,,,,,1,PHA
218,2100160220,6,,2016-01-05,2,1620,1,1,0,1,1,2,204,0,1,8,3500,2.0,8.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,5,43.0,99,1.0,0.0,1.0,0.0,1.0,5.0,2000,3.0,1.0,1.0,,,"-742929,94","-1042779,746","-742929,499","-1042781,784",PRAHA5,Zderazsk·,,mÌstnÌkomunikace,,273043.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,471216.0,GN_V0.1UIR-ADR_410,1,PHA
219,2100160221,5,,2016-01-05,2,1640,1,4,0,2,1,2,204,0,0,0,700,2.0,6.0,1.0,5.0,5.0,1.0,5,1,0,0,0,1,2,0,,3,27.0,03,1.0,1.0,0.0,0.0,1.0,1.0,300,2.0,1.0,1.0,,,"-734686,880","-1042129,720","-734686,590","-1042131,230",PRAHA9,PODÃBRADSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
220,2100160222,6,,2016-01-05,2,1700,1,4,0,2,1,2,503,0,0,0,450,2.0,8.0,1.0,5.0,5.0,1.0,2,1,0,0,9,1,2,0,,3,16.0,11,1.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-741155,592","-1049129,092","-741158,754","-1049127,926",PRAHA4,VÌdeÚsk·,,mÌstnÌkomunikace,,1872245.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,487856.0,GN_V0.1UIR-ADR_410,1,PHA
221,2100160223,6,,2016-01-05,2,1630,1,3,0,2,1,2,410,0,0,0,800,2.0,8.0,1.0,5.0,3.0,1.0,1,1,0,0,0,1,2,0,,5,13.0,11,3.0,0.0,0.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-728289,070","-1041080,270","-728283,060","-1041079,130",PRAHA9,,,mÌstnÌkomunikace,,,,,,,,,1,PHA
222,2100160224,5,,2016-01-05,2,1620,1,2,0,2,1,2,204,0,0,0,800,2.0,5.0,1.0,5.0,3.0,1.0,2,1,0,0,0,3,2,0,,3,31.0,06,1.0,0.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-731406,024","-1047212,507","-731406,921","-1047214,796",Praha10,Slatiny,,mÌstnÌkomunikace,,291798.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,491438.0,GN_V0.1UIR-ADR_410,1,PHA
223,2100160225,4,,2016-01-05,2,1720,1,3,0,2,1,2,204,0,0,0,2100,2.0,5.0,1.0,1.0,4.0,1.0,0,0,3,3,0,4,2,19,,3,2.0,12,3.0,1.0,1.0,0.0,1.0,71.0,1500,2.0,1.0,1.0,,,"-741516,780","-1042615,140","-741514,220","-1042615,690",PRAHA8KARLÕN,KEäTVANICI,,sledovan·komunikace,,,,,,,,,1,PHA
224,2100160226,4,,2016-01-05,2,1710,1,3,0,2,1,2,401,0,0,0,500,2.0,5.0,1.0,5.0,5.0,1.0,0,1,2,0,1,4,2,19,,3,47.0,08,1.0,0.0,1.0,0.0,1.0,51.0,200,3.0,1.0,1.0,,,"-743503,410","-1044205,710","-743495,650","-1044208,080",PRAHA1NOV…MÃSTO,MASARYKOVON¡Bÿ.,,sledovan·komunikace,,,,,,,,,1,PHA
225,2100160227,5,,2016-01-05,2,1720,1,4,0,2,1,2,503,0,0,0,600,2.0,6.0,1.0,5.0,5.0,1.0,5,1,0,0,0,1,2,0,,3,17.0,14,3.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,,,"-751252,900","-1045738,270","-751250,250","-1045738,840",PRAHA5STODŸLKY,JEREMI¡äOVA,,sledovan·komunikace,,,,,,,,,1,PHA
226,2100160228,5,,2016-01-05,2,1750,4,0,0,1,1,2,412,0,0,1,320,2.0,5.0,1.0,5.0,5.0,1.0,3,1,0,5,1,1,1,0,,3,13.0,04,1.0,0.0,1.0,0.0,1.0,3.0,300,2.0,1.0,1.0,,,"-735654,831","-1045143,453","-735655,354","-1045145,92",PRAHA10,»ernokosteleck·,,mÌstnÌkomunikace,,821953.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,445037.0,GN_V0.1UIR-ADR_410,1,PHA
227,2100160229,5,,2016-01-05,2,1740,1,4,0,2,1,2,204,0,0,0,200,2.0,8.0,1.0,1.0,4.0,1.0,2,1,0,5,1,1,2,0,,3,39.0,10,8.0,0.0,1.0,0.0,1.0,1.0,100,3.0,1.0,1.0,,,"-744067,040","-1043343,960","-744068,830","-1043343,610",PRAHA1MAL¡STRANA,⁄JEZD,,sledovan·komunikace,,,,,,,,,1,PHA
228,2100160230,6,,2016-01-05,2,1755,1,2,0,2,1,2,502,0,0,0,1100,2.0,6.0,1.0,5.0,5.0,1.0,1,1,0,0,0,3,2,0,,8,78.0,07,5.0,0.0,1.0,0.0,1.0,5.0,500,4.0,1.0,1.0,,,"-725528,972","-1045430,894","-725529,352","-1045430,714",Praha10,Starokl·novick·,,mÌstnÌkomunikace,,1371043.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,492647.0,GN_V0.1UIR-ADR_410,1,PHA
229,2100160231,5,,2016-01-05,2,1750,1,4,0,2,1,2,503,0,0,0,1000,2.0,1.0,1.0,1.0,4.0,1.0,2,1,0,0,0,1,3,0,,3,39.0,12,3.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,,,"-741509,360","-1043436,860","-741508,590","-1043435,970",PRAHA3,Husick·,,sledovan·komunikace,,,,,,,,,1,PHA
230,2100160232,5,,2016-01-05,2,1740,1,4,0,2,1,2,503,0,0,0,700,2.0,6.0,1.0,5.0,5.0,1.0,2,1,0,0,0,1,2,0,,3,47.0,06,1.0,0.0,1.0,0.0,1.0,3.0,200,3.0,1.0,1.0,,,"-741641,920","-1050438,290","-741645,770","-1050437,820",PRAHA4,äT⁄ROVA,,sledovan·komunikace,,,,,,,,,1,PHA
231,2100160233,6,,2016-01-01,5,2560,2,0,0,2,1,0,516,0,0,0,200,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-738094,049","-1057045,829","-738093,375","-1057045,193",PRAHA5,Fr·niär·mka,,silnice2.t¯Ìdy,603,756077.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,539325.0,431427.0,GN_V0.1UIR-ADR_410,1,PHA
232,2100160234,6,,2016-01-05,2,1800,2,0,0,2,1,2,508,0,0,0,150,2.0,5.0,1.0,1.0,4.0,1.0,1,0,0,0,0,1,2,0,,8,78.0,11,5.0,0.0,1.0,0.0,1.0,5.0,50,4.0,1.0,1.0,,,"-740631,580","-1045048,310","-740629,850","-1045048,460",PRAHA10VRäOVICE,NORSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
233,2100160235,5,,2016-01-05,2,1820,1,3,0,2,1,2,204,0,0,0,650,2.0,8.0,1.0,5.0,5.0,1.0,2,1,0,0,0,3,2,0,,3,4.0,10,3.0,1.0,1.0,0.0,1.0,1.0,150,2.0,1.0,1.0,,,"-736679,480","-1037132,300","-736679,300","-1037132,300",PRAHA8,CÌnoveck·,,sledovan·komunikace,,,,,,,,,1,PHA
234,2100160236,6,,2016-01-05,2,1810,1,4,0,2,1,2,504,0,0,0,100,2.0,6.0,1.0,5.0,5.0,1.0,1,1,0,0,0,3,2,0,,3,39.0,15,3.0,0.0,0.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-741815,570","-1048854,160","-741815,300","-1048854,060",PRAHA4KR»,n·jezdzJiûnÌspojkynaul.VPodz·mËÌ,,sledovan·komunikace,,,,,,,,,1,PHA
235,2100160237,5,,2016-01-05,2,1820,1,2,0,2,1,2,403,0,0,0,1150,2.0,6.0,1.0,5.0,5.0,1.0,0,1,3,3,0,5,2,10,,3,13.0,05,0.0,0.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,,,"-741618,890","-1050248,230","-741619,230","-1050250,560",PRAHA4,äT⁄ROVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
236,2100160238,6,,2016-01-05,2,1840,3,0,2,2,1,2,204,0,0,0,500,2.0,5.0,1.0,5.0,5.0,1.0,1,1,0,0,0,1,1,0,,3,47.0,13,1.0,1.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-733712,029","-1039561,824","-733712,013","-1039561,816",PRAHA9,PolaneckÈho,,mÌstnÌkomunikace,,1600017.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,,GN_V0.1UIR-ADR_410,1,PHA
237,2100160239,6,,2016-01-05,2,1800,1,4,0,2,1,2,503,0,0,0,600,2.0,8.0,1.0,5.0,5.0,1.0,1,1,0,0,0,3,2,0,,3,32.0,08,3.0,0.0,0.0,0.0,1.0,5.0,400,3.0,1.0,1.0,,,"-730923,610","-1047327,410","-730922,860","-1047325,770",PRAHA9,STARODUBE»SK¡,,sledovan·komunikace,,,,,,,,,1,PHA
238,2100160240,6,,2016-01-05,2,1825,1,3,0,2,1,2,204,0,0,0,500,2.0,6.0,1.0,5.0,5.0,1.0,1,1,0,0,0,1,2,0,,3,60.0,10,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-739253,76","-1047546,253","-739250,466","-1047548,537",PRAHA4,JiûnÌspojka,,mÌstnÌkomunikace,,1730247.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,507512.0,GN_V0.1UIR-ADR_410,1,PHA
239,2100160241,6,,2016-01-05,2,1830,3,0,4,2,1,2,204,0,0,0,650,2.0,8.0,1.0,5.0,5.0,1.0,1,1,0,0,0,3,1,0,,3,4.0,99,1.0,1.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,,,"-730576,740","-1043193,810","-730577,600","-1043193,680",PRAHA9,V˝chodnÌspojka,,mÌstnÌkomunikace,,,,,,,,,1,PHA
240,2100160242,4,,2016-01-05,2,1927,8,3,0,2,1,2,502,0,0,0,620,2.0,3.0,1.0,5.0,5.0,1.0,0,7,2,0,0,4,2,19,,3,2.0,10,1.0,0.0,1.0,0.0,1.0,71.0,600,2.0,1.0,1.0,,,"-743549,630","-1044535,160","-743549,630","-1044536,000",PRAHA2NOV…MÃSTO,RAäÕNOVON¡BÿEéÕxPALACK…HOMOST,,sledovan·komunikace,,,,,,,,,1,PHA
241,2100160243,6,,2016-01-05,2,1900,2,0,0,2,1,2,504,0,0,0,400,2.0,5.0,1.0,5.0,5.0,1.0,1,2,0,0,0,3,2,0,,3,39.0,08,1.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,,,"-749243,030","-1042173,540","-749243,040","-1042173,500",PRAHA6LIBOC,VDOMCÕCH,,mÌstnÌkomunikace,,,,,,,,,1,PHA
242,2100160244,6,,2016-01-05,2,2030,3,0,3,2,1,2,204,0,0,0,600,2.0,5.0,1.0,5.0,5.0,1.0,1,1,0,0,0,2,1,0,,3,39.0,13,1.0,1.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,,,"-746468,87","-1042284,785","-746468,753","-1042285,145",PRAHA6,NabateriÌch,,mÌstnÌkomunikace,,2374905.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,456951.0,GN_V0.1UIR-ADR_410,1,PHA
243,2100160245,6,,2016-01-05,2,1830,2,0,0,2,1,2,508,0,0,0,100,2.0,6.0,1.0,5.0,5.0,1.0,1,1,0,0,0,1,2,0,,3,39.0,97,0.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-737280,240","-1040175,400","-737279,920","-1040174,970",PRAHA9PROSEK,LITVÕNOVSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
244,2100160246,5,,2016-01-05,2,1945,0,0,0,2,3,0,100,0,0,0,20,3.0,5.0,1.0,6.0,4.0,1.0,1,7,0,5,1,1,1,0,,10,0.0,,5.0,0.0,1.0,0.0,1.0,3.0,20,8.0,1.0,1.0,,,"-740096,659","-1044456,813","-740096,621","-1044456,275",PRAHA3,JanaéelivskÈho,,mÌstnÌkomunikace,,756918.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,477869.0,GN_V0.1UIR-ADR_410,1,PHA
245,2100160247,5,,2016-01-05,2,2560,3,0,2,2,1,0,516,0,0,0,100,2.0,5.0,1.0,1.0,1.0,1.0,2,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,,,"-743447,423","-1044024,996","-743447,564","-1044024,991",Praha1,Masarykovon·b¯.,,mÌstnÌkomunikace,,278983.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,447129.0,GN_V0.1UIR-ADR_410,1,PHA
246,2100160248,5,,2016-01-05,2,2340,5,0,0,2,4,0,100,0,0,0,250,2.0,1.0,1.0,1.0,4.0,1.0,2,0,0,0,0,1,1,0,,3,13.0,09,3.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-732580,030","-1039980,720","-732579,940","-1039980,480",PRAHA9,HORNOPO»ERNICK¡,,sledovan·komunikace,,,,,,,,,1,PHA
247,2100160249,5,,2016-01-06,3,40,3,0,6,1,1,9,204,0,1,0,800,2.0,3.0,1.0,5.0,5.0,1.0,5,1,0,0,5,1,1,0,,3,17.0,06,1.0,0.0,1.0,0.0,1.0,3.0,800,2.0,1.0,1.0,,,"-741129,840","-1049077,160","-741128,520","-1049077,670",PRAHA4MICHLE,VÕDE“SK¡,,sledovan·komunikace,,,,,,,,,1,PHA
248,2100160250,5,,2016-01-06,3,145,1,4,0,2,1,2,503,0,0,0,1200,2.0,3.0,1.0,1.0,4.0,1.0,5,1,0,5,2,1,2,0,,3,39.0,11,3.0,0.0,1.0,0.0,1.0,3.0,900,2.0,1.0,1.0,,,"-740909,000","-1040931,340","-740907,940","-1040931,870",PRAHA7HOLEäOVICE,ARGENTINSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
249,2100160251,5,,2016-01-06,3,655,1,2,0,2,1,2,411,0,0,0,1000,2.0,5.0,1.0,5.0,5.0,1.0,2,1,0,5,0,1,2,0,,3,44.0,13,3.0,0.0,1.0,0.0,1.0,3.0,700,2.0,1.0,1.0,,,"-745277,520","-1051332,660","-745276,620","-1051332,700",PRAHA12MODÿANY,MODÿANSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
