,p1,p36,p37,p2a,weekday(p2a),p2b,p6,p7,p8,p9,p10,p11,p12,p13a,p13b,p13c,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p27,p28,p34,p35,p39,p44,p45a,p47,p48a,p49,p50a,p50b,p51,p52,p53,p55a,p57,p58,a,b,d,e,f,g,h,i,j,k,l,n,o,p,q,r,s,t,p5a,region
487,2100160490,8,,2016-01-10,0,1410,1,3,0,2,1,2,404,0,0,0,1000,2.0,1.0,1.0,1.0,1.0,1.0,1,1,3,5,0,4,2,10,,3,39.0,14,3.0,0.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-736083,487","-1038026,491","-736087,632","-1038025,561",PRAHA9,TUPOLEVOVA,,sledovan·komunikace,,,,,,,,,1,PHA
488,2100160491,6,,2016-01-10,0,1510,3,0,9,2,1,2,516,0,0,0,500,2.0,1.0,1.0,1.0,1.0,1.0,1,1,3,5,0,1,1,0,,3,60.0,07,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-739845,556","-1045535,462","-739846,453","-1045530,87",Praha10,Vröovick·,,mÌstnÌkomunikace,,713343.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,468649.0,GN_V0.1UIR-ADR_410,1,PHA
489,2100160492,4,,2016-01-10,0,1550,1,4,0,2,1,2,503,0,0,0,300,2.0,1.0,1.0,1.0,1.0,1.0,1,1,2,0,0,4,2,17,,3,39.0,02,1.0,0.0,1.0,0.0,1.0,73.0,100,2.0,1.0,1.0,,,"-736819,930","-1042220,900","-736820,340","-1042222,110",PRAHA9VYSO»ANY,»ESKOMORAVSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
490,2100160493,6,,2016-01-10,0,1815,1,2,0,2,1,2,411,0,0,0,400,2.0,3.0,1.0,0.0,4.0,1.0,1,1,0,0,0,1,2,0,,8,99.0,04,4.0,0.0,1.0,0.0,1.0,5.0,200,4.0,1.0,1.0,,,"-737561,580","-1050647,510","-737560,940","-1050647,490",PRAHA4,CHILSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
491,2100160494,6,,2016-01-10,0,1950,3,0,3,2,1,0,516,0,0,0,100,2.0,3.0,1.0,4.0,4.0,1.0,5,3,2,0,1,5,1,10,,17,,XX,,,,,,,0,,,,,,"-737562,120","-1050140,500","-737561,340","-1050140,470",PRAHA4CHODOV,CHILSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
492,2100160495,6,,2016-01-10,0,2025,2,0,0,2,1,0,504,0,0,0,100,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-737561,930","-1041737,120","-737559,790","-1041742,730",PRAHA9LIBE“,OCEL¡ÿSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
493,2100160496,6,,2016-01-10,0,2055,1,4,0,2,1,2,503,0,0,0,1100,2.0,3.0,1.0,3.0,4.0,1.0,1,1,0,0,2,1,2,0,,3,25.0,15,3.0,0.0,1.0,0.0,1.0,5.0,700,2.0,1.0,1.0,,,"-750863,760","-1043178,110","-750862,890","-1043178,240",PRAHA5,Reinerova,,sledovan·komunikace,,,,,,,,,1,PHA
494,2100160497,6,,2016-01-10,0,2050,5,0,0,2,4,0,100,0,0,0,550,2.0,1.0,1.0,1.0,4.0,1.0,1,1,0,0,0,1,1,0,,3,39.0,13,1.0,0.0,1.0,0.0,1.0,5.0,500,2.0,1.0,1.0,,,"-726398,960","-1041748,050","-726398,960","-1041748,060",PRAHA9,N¡CHODSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
495,2100160498,6,,2016-01-11,1,100,2,0,0,2,1,2,509,0,0,0,400,2.0,3.0,1.0,1.0,4.0,1.0,1,1,0,0,0,1,2,0,,3,39.0,11,3.0,0.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,,,"-746312,490","-1044354,690","-746312,370","-1044355,010",PRAHA5,PODKLIKOVKOU,,mÌstnÌkomunikace,,,,,,,,,1,PHA
496,2100160499,5,,2016-01-11,1,330,1,2,0,2,1,2,508,0,0,0,900,2.0,3.0,1.0,1.0,4.0,1.0,6,1,0,0,0,1,2,0,,3,13.0,11,9.0,0.0,1.0,0.0,1.0,1.0,500,4.0,1.0,1.0,,,"-751964,000","-1048810,110","-751964,010","-1048810,140",PRAHA5,PRAéSK›OKRUH,,mÌstnÌkomunikace,,,,,,,,,1,PHA
497,2100160500,5,,2016-01-11,1,700,1,1,0,2,1,2,508,0,0,0,1600,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,0,0,1,2,0,,5,13.0,10,3.0,0.0,1.0,0.0,1.0,1.0,600,4.0,1.0,1.0,,,"-740969,871","-1040725,862","-740976,465","-1040720,481",PRAHA7Holeöovice,BONDYHO,,sledovan·komunikace,,,,,,,,,1,PHA
498,2100160501,6,,2016-01-11,1,735,1,3,0,2,1,2,403,0,0,0,550,2.0,3.0,1.0,1.0,2.0,1.0,1,1,3,3,0,5,2,10,,5,19.0,14,3.0,0.0,1.0,0.0,1.0,5.0,300,3.0,1.0,1.0,,,"-744166,770","-1041326,820","-744166,810","-1041326,990",PRAHA6BUBENE»,,,sledovan·komunikace,,,,,,,,,1,PHA
499,2100160502,5,,2016-01-20,3,1715,1,3,0,2,1,2,411,0,0,0,400,2.0,1.0,1.0,1.0,4.0,1.0,2,1,0,5,0,1,2,0,,8,26.0,10,3.0,0.0,1.0,0.0,1.0,1.0,100,4.0,1.0,1.0,,,"-748485,010","-1043205,150","-748485,290","-1043204,130",PRAHA6BÿEVNOV,BÃLOHORSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
500,2100160503,4,,2016-01-11,1,810,3,0,4,2,1,2,508,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,0,1,3,3,0,5,1,29,,3,47.0,13,3.0,0.0,1.0,0.0,1.0,46.0,100,2.0,1.0,1.0,,,"-749658,070","-1050402,685","-749653,141","-1050401,946",PRAHA5-SLIVENEC,PRAéSK›OKRUH,,uzel,,,,,,,,,1,PHA
501,2100160504,6,,2016-01-09,6,1100,2,0,0,2,1,0,504,0,0,0,20,2.0,3.0,1.0,4.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,31.0,04,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-736857,6","-1041517,312","-736858,278","-1041517,218",PRAHA9,Bassova,,mÌstnÌkomunikace,,2690896.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,443263.0,GN_V0.1UIR-ADR_410,1,PHA
502,2100160505,5,,2016-01-10,0,2560,2,0,0,2,1,0,516,0,0,0,500,2.0,3.0,1.0,4.0,3.0,1.0,1,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-740651,660","-1044057,670","-740652,560","-1044055,760",PRAHA3VINOHRADY,ONDÿÕ»KOVA,,sledovan·komunikace,,,,,,,,,1,PHA
503,2100160506,6,,2016-01-11,1,810,2,0,0,2,1,2,508,0,0,0,450,1.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,22.0,11,3.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-741753,930","-1042007,750","-741755,720","-1041998,680",PRAHA7HOLEäOVICE,NAOV»IN¡CH,,mÌstnÌkomunikace,,,,,,,,,1,PHA
504,2100160507,5,,2016-01-11,1,915,1,4,0,2,1,2,503,0,0,0,1100,2.0,3.0,1.0,1.0,1.0,1.0,1,1,2,0,0,1,2,0,,3,39.0,15,3.0,0.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-744698,100","-1044475,260","-744698,160","-1044475,370",PRAHA5SMÕCHOV,PLZE“SK¡,,sledovan·komunikace,,,,,,,,,1,PHA
505,2100160508,5,,2016-01-08,5,645,1,4,0,2,1,0,503,0,0,0,50,2.0,1.0,1.0,1.0,4.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-746352,009","-1046080,147","-746352,004","-1046079,566",Praha,Radlick·,,mÌstnÌkomunikace,,1274887.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,467359.0,GN_V0.1UIR-ADR_410,1,PHA
506,2100160509,5,,2016-01-11,1,940,4,0,0,2,1,2,412,0,0,0,52,2.0,3.0,1.0,1.0,1.0,1.0,1,1,3,3,1,1,1,0,,3,29.0,04,1.0,0.0,1.0,0.0,1.0,1.0,0,2.0,1.0,1.0,,,"-740896,850","-1044426,500","-740896,740","-1044424,570",PRAHA3VINOHRADY,VINOHRADSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
507,2100160510,5,,2016-01-11,1,930,3,0,3,2,1,2,205,0,0,0,700,2.0,3.0,1.0,1.0,1.0,1.0,1,3,0,0,0,3,1,0,,3,23.0,96,1.0,1.0,1.0,0.0,1.0,1.0,600,2.0,1.0,1.0,,,"-732544,304","-1039480,58","-732544,074","-1039488,178",PRAHA9,MLADOBOLESLAVSK¡,,mÌstnÌkomunikace,,260103.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,445169.0,GN_V0.1UIR-ADR_410,1,PHA
508,2100160511,5,,2016-01-11,1,945,1,2,0,2,1,2,411,0,0,0,1600,2.0,3.0,1.0,1.0,1.0,1.0,5,1,3,3,0,1,2,0,,3,39.0,14,3.0,0.0,1.0,0.0,1.0,1.0,1000,2.0,1.0,1.0,,,"-731736,959","-1045708,799","-731737,001","-1045709,024",PRAHA9,äTÃRBOHOLSK¡SPOJKA,,mÌstnÌkomunikace,,713443.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,692131.0,GN_V0.1UIR-ADR_410,1,PHA
509,2100160512,6,,2016-01-11,1,945,1,4,0,2,1,2,504,0,0,0,200,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,2.0,12,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-744434,837","-1041541,447","-744437,689","-1041541,315",PRAHA6Dejvice,SvatovÌtsk·,,mÌstnÌkomunikace,,,,,,,,,1,PHA
510,2100160513,5,,2016-01-11,1,1025,1,4,0,2,1,2,503,0,0,0,800,2.0,3.0,1.0,3.0,3.0,1.0,1,1,0,0,2,1,2,0,,5,26.0,08,3.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-743899,010","-1044825,910","-743899,030","-1044827,440",PRAHA5SMÕCHOV,VLTAVSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
511,2100160514,6,,2016-01-11,1,960,2,0,0,2,1,0,508,0,0,0,300,2.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-741853,540","-1042863,900","-741853,540","-1042863,900",PRAHA1NOV…MÃSTO,NAPOÿÕ»Õ,,mÌstnÌkomunikace,,,,,,,,,1,PHA
512,2100160515,6,0.0,2016-01-11,1,935,1,2,0,2,1,0,411,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,0,1,0,0,5,2,2,0,,17,,XX,,,,,,,0,,,,,,"-731989,941","-1056759,915","-731990,281","-1056758,498",Praûsk˝okruh-Praha-v˝chod,D0,,d·lnice,D1,1756899.0,,,Pomal˝,598267.0,,GN_V0.1UIR-ADR_410,1,PHA
513,2100160516,5,,2016-01-11,1,1115,1,4,0,2,1,2,503,0,0,0,1200,2.0,3.0,1.0,1.0,1.0,1.0,3,1,0,0,0,1,2,0,,3,2.0,08,3.0,0.0,1.0,1.0,1.0,1.0,600,2.0,1.0,1.0,,,"-746178,742","-1042629,469","-746178,737","-1042629,578",PRAHA6B¯evnov,PATO»KOVA,,sledovan·komunikace,,,,,,,,,1,PHA
514,2100160517,5,,2016-01-11,1,1035,1,4,0,2,1,2,503,0,0,0,700,2.0,3.0,1.0,1.0,1.0,1.0,1,1,3,3,0,1,2,0,,3,47.0,13,1.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,,,"-751528,280","-1040184,840","-751527,770","-1040184,470",PRAHA6RUZYNÃ,LIPSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
515,2100160518,6,,2016-01-11,1,1100,3,0,9,2,1,2,516,0,0,0,700,3.0,1.0,1.0,1.0,1.0,1.0,0,8,0,0,8,1,1,0,,3,39.0,15,3.0,0.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-744406,200","-1044344,270","-744406,860","-1044343,570",PRAHA5SMÕCHOV,PlzeÚsk·,,mÌstnÌkomunikace,,,,,,,,,1,PHA
516,2100160519,5,,2016-01-11,1,1002,8,3,0,2,1,2,410,0,0,0,1800,2.0,3.0,1.0,4.0,3.0,1.0,1,7,0,0,0,1,2,0,,3,99.0,07,3.0,0.0,1.0,0.0,1.0,5.0,1500,2.0,1.0,1.0,,,"-739087,640","-1042102,820","-739088,090","-1042101,960",PRAHA8LIBE“,SOKOLOVSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
517,2100160520,5,,2016-01-05,2,2100,3,0,9,2,1,0,204,0,0,0,800,2.0,5.0,1.0,6.0,4.0,1.0,1,8,0,0,0,1,1,0,,3,39.0,15,3.0,1.0,1.0,0.0,1.0,1.0,800,2.0,1.0,1.0,,,"-730572,02","-1037822,692","-730571,189","-1037826,064",PRAHA9,Mladoboleslavsk·,,mÌstnÌkomunikace,,254817.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,491632.0,GN_V0.1UIR-ADR_410,1,PHA
518,2100160521,8,,2016-01-11,1,1015,2,0,0,2,1,0,504,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,5,1,0,0,0,1,2,0,,3,4.0,08,3.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-731513,104","-1041900,027","-731513,074","-1041900,946",PRAHA9,SKORKOVSK¡,,mÌstnÌkomunikace,,268712.0,,OpaËn˝kesmÏru˙seku,Pomal˝,554782.0,452220.0,GN_V0.1UIR-ADR_410,1,PHA
519,2100160522,4,,2016-01-11,1,1200,4,0,0,1,3,2,100,0,0,1,200,2.0,3.0,1.0,1.0,1.0,1.0,1,1,2,0,1,4,1,19,,3,47.0,04,3.0,0.0,1.0,0.0,1.0,73.0,200,3.0,1.0,1.0,,,"-746295,300","-1041246,360","-746295,300","-1041246,510",PRAHA6DEJVICE,EVROPSK¡,,sledovan·komunikace,,,,,,,,,1,PHA
520,2100160523,6,,2016-01-11,1,1230,2,0,0,2,1,2,504,0,0,0,200,2.0,3.0,1.0,3.0,1.0,1.0,1,1,0,0,0,1,2,0,,5,19.0,04,3.0,0.0,1.0,0.0,1.0,5.0,0,3.0,1.0,1.0,,,"-739327,140","-1049064,110","-739326,960","-1049062,220",PRAHA11CHODOV,KLOBOUKOVA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
521,2100160524,4,,2016-01-11,1,1150,1,4,0,2,1,2,411,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,1,4,3,3,0,4,2,19,,3,4.0,98,1.0,0.0,1.0,0.0,1.0,78.0,100,2.0,1.0,1.0,,,"-734390,573","-1045664,646","-734387,484","-1045672,616",PRAHA9,äTÃRBOHOLSK¡SPOJKA,,mÌstnÌkomunikace,,1683607.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,692131.0,GN_V0.1UIR-ADR_410,1,PHA
522,2100160525,6,,2016-01-11,1,960,2,0,0,2,1,0,508,0,0,0,300,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-738467,890","-1043804,340","-738467,890","-1043804,340",PRAHA3éIéKOV,NAVIKTORCE,,mÌstnÌkomunikace,,,,,,,,,1,PHA
523,2100160526,6,,2016-01-11,1,1130,2,0,0,2,1,2,508,0,0,0,1000,2.0,1.0,1.0,1.0,1.0,1.0,1,1,3,3,0,1,2,0,,5,3.0,11,3.0,0.0,1.0,0.0,1.0,5.0,0,3.0,1.0,1.0,,,"-741545,900","-1045055,850","-741547,020","-1045053,700",PRAHA2VINOHRADY,äMILOVSK…HO,,mÌstnÌkomunikace,,,,,,,,,1,PHA
524,2100160527,5,,2016-01-11,1,1255,1,4,0,2,1,2,503,0,0,0,500,2.0,3.0,1.0,1.0,1.0,1.0,3,1,0,0,5,1,2,0,,3,99.0,10,9.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,,,"-741887,170","-1042454,750","-741887,170","-1042455,150",PRAHA1NOV…MÃSTO,TÃäNOVSK›TUNEL,,sledovan·komunikace,,,,,,,,,1,PHA
525,2100160528,5,,2016-01-11,1,1345,1,2,0,2,1,2,411,0,0,0,600,2.0,3.0,1.0,1.0,1.0,1.0,5,1,0,0,0,1,2,0,,3,60.0,11,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-742090,560","-1043842,740","-742096,030","-1043833,800",PRAHA1VINOHRADY,WILSONOVA,,sledovan·komunikace,,,,,,,,,1,PHA
526,2100160529,5,,2016-01-11,1,1345,1,4,0,2,1,2,503,0,0,0,600,2.0,3.0,1.0,1.0,1.0,1.0,5,1,3,3,0,1,2,0,,3,39.0,05,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,,,"-735027,331","-1045857,478","-735024,249","-1045868,383",PRAHA10,JIéNÕSPOJKA,,mÌstnÌkomunikace,,1482658.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,507512.0,GN_V0.1UIR-ADR_410,1,PHA
527,2100160530,6,,2016-01-11,1,2560,2,0,0,2,1,0,508,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-741969,134","-1041759,970","-741972,444","-1041759,815",PRAHA7Holeöovice,FRANTIäKAKÿÕéKA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
528,2100160531,4,,2016-01-11,1,1330,1,3,0,2,1,2,405,0,0,0,800,2.0,3.0,1.0,1.0,1.0,1.0,5,1,2,0,2,4,2,19,,3,39.0,03,1.0,0.0,1.0,0.0,1.0,23.0,400,2.0,1.0,1.0,,,"-741259,176","-1049776,409","-741258,692","-1049776,194",PRAHA4KrË,VÕDE“SK¡,,uzel,,,,,,,,,1,PHA
529,2100160532,4,,2016-01-11,1,1350,1,1,0,2,1,2,405,0,0,0,1200,2.0,3.0,1.0,4.0,3.0,1.0,1,1,2,0,2,4,2,19,,3,39.0,08,3.0,0.0,1.0,0.0,1.0,57.0,800,2.0,1.0,1.0,,,"-741707,270","-1042589,090","-741707,380","-1042590,320",PRAHA1NOV…MÃSTO,KLIMENTSK¡xST¡RKOVA,,sledovan·komunikace,,,,,,,,,1,PHA
530,2100160533,5,,2016-01-11,1,1420,8,3,0,2,1,2,504,0,0,0,1200,2.0,3.0,1.0,4.0,3.0,1.0,3,7,0,0,0,1,2,0,,3,99.0,08,9.0,0.0,1.0,0.0,1.0,1.0,900,2.0,1.0,1.0,,,"-735890,900","-1041366,580","-735891,570","-1041371,630",PRAHA9VYSO»ANY,KOLBENOVA,,sledovan·komunikace,,,,,,,,,1,PHA
531,2100160534,6,,2016-01-11,1,1425,2,0,0,2,1,0,508,0,0,0,30,2.0,3.0,1.0,1.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,47.0,11,3.0,0.0,1.0,0.0,1.0,5.0,0,9.0,,,,,"-746261,380","-1044414,620","-746261,830","-1044414,820",PRAHA5SMÕCHOV,PLZE“SK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
532,2100160535,4,,2016-01-11,1,1505,1,4,0,2,1,2,503,0,0,0,100,2.0,3.0,1.0,3.0,3.0,1.0,5,1,2,0,0,4,2,19,,3,60.0,06,1.0,0.0,1.0,0.0,1.0,14.0,0,2.0,1.0,1.0,,,"-736851,510","-1044931,310","-736851,380","-1044931,320",PRAHA10STRAäNICE,»ERNOKOSTELECK¡,,sledovan·komunikace,,,,,,,,,1,PHA
533,2100160536,5,,2016-01-11,1,1500,1,2,0,2,1,2,411,0,0,0,1000,1.0,3.0,1.0,4.0,1.0,1.0,1,1,0,0,0,1,2,0,,3,39.0,14,3.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,,,"-742463,670","-1043762,440","-742465,120","-1043763,430",PRAHA1NOV…MÃSTO,V¡CLAVSK…N¡M.,,sledovan·komunikace,,,,,,,,,1,PHA
534,2100160537,6,,2016-01-11,1,1520,3,0,9,2,1,2,508,0,0,0,30,2.0,3.0,1.0,4.0,3.0,1.0,1,1,0,0,0,3,1,0,,3,99.0,14,3.0,0.0,1.0,0.0,1.0,5.0,30,3.0,1.0,1.0,,,"-751044,230","-1046826,730","-751043,470","-1046825,910",PRAHA-STODŸLKY,Jeremi·öova,,mÌstnÌkomunikace,,,,,,,,,1,PHA
535,2100160538,6,,2016-01-11,1,1538,1,4,0,2,1,2,503,0,0,0,110,2.0,3.0,1.0,1.0,1.0,1.0,1,1,3,3,0,5,2,10,,3,19.0,02,3.0,0.0,1.0,0.0,1.0,5.0,10,3.0,1.0,1.0,,,"-737804,990","-1047178,520","-737804,890","-1047177,840",PRAHA10Z¡BÃHLICE,,,sledovan·komunikace,,,,,,,,,1,PHA
536,2100160539,6,,2016-01-11,1,1530,1,2,0,2,1,2,411,0,0,0,100,2.0,3.0,1.0,1.0,1.0,1.0,5,1,0,0,0,1,2,0,,3,39.0,98,1.0,0.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-730455,800","-1044132,380","-730454,470","-1044132,430",PRAHA9,PRAéSK›OKRUH,,mÌstnÌkomunikace,,,,,,,,,1,PHA
537,2100160540,4,,2016-01-11,1,1625,1,4,0,2,1,2,503,0,0,0,510,2.0,3.0,1.0,4.0,2.0,1.0,2,1,2,0,1,4,2,19,,3,26.0,11,1.0,0.0,1.0,0.0,1.0,73.0,10,2.0,1.0,1.0,,,"-734567,243","-1041624,485","-734566,904","-1041623,395",Praha,Kbelsk·,,mÌstnÌkomunikace,,1392860.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,446891.0,GN_V0.1UIR-ADR_410,1,PHA
538,2100160541,6,,2016-01-11,1,1605,2,0,0,2,1,2,516,0,0,0,300,1.0,3.0,1.0,3.0,5.0,1.0,0,1,3,5,0,1,2,0,,3,32.0,11,3.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-743890,300","-1041692,820","-743890,270","-1041692,290",PRAHA6DEJVICE,DEJVICK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
539,2100160542,5,,2016-01-11,1,1610,1,4,0,2,1,0,503,0,0,0,50,2.0,3.0,1.0,4.0,3.0,1.0,3,1,0,5,0,1,2,0,,17,,XX,,,,,,,0,,,,,,"-745001,057","-1049934,669","-744997,112","-1049935,601",Praha,Mod¯ansk·,,mÌstnÌkomunikace,,2567970.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,445185.0,GN_V0.1UIR-ADR_410,1,PHA
540,2100160543,5,,2016-01-11,1,1645,1,2,0,2,1,2,508,0,0,0,400,2.0,3.0,1.0,3.0,2.0,1.0,5,1,0,0,0,1,2,0,,3,19.0,09,3.0,0.0,1.0,0.0,1.0,3.0,100,2.0,1.0,1.0,,,"-741323,320","-1043464,950","-741324,820","-1043472,320",PRAHA3éIéKOV,SEIFERTOVA,,sledovan·komunikace,,,,,,,,,1,PHA
541,2100160544,5,,2016-01-11,1,1638,8,3,0,1,1,0,403,0,0,1,0,1.0,3.0,1.0,4.0,2.0,1.0,1,7,3,3,0,5,2,10,,17,,XX,,,,,,,0,,,,,,"-737748,480","-1044890,230","-737748,480","-1044890,230",PRAHA10STRAäNICE,»ERNOKOSTELECK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
542,2100160545,6,,2016-01-11,1,1700,1,4,0,2,1,2,503,0,0,0,600,2.0,3.0,1.0,1.0,4.0,1.0,5,1,0,0,0,1,2,0,,3,38.0,13,3.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-739150,650","-1047034,740","-739152,210","-1047034,600",PRAHA10Z¡BÃHLICE,JIéNÕSPOJKA,,sledovan·komunikace,,,,,,,,,1,PHA
543,2100160546,5,,2016-01-11,1,1700,1,3,0,2,1,2,403,0,0,0,100,2.0,3.0,1.0,4.0,7.0,1.0,1,1,3,3,0,5,2,10,,3,2.0,15,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,,,"-739693,860","-1040548,500","-739692,780","-1040549,630",PRAHA8LIBE“,POVLTAVSK¡,,mÌstnÌkomunikace,,,,,,,,,1,PHA
544,2100160547,6,,2016-01-11,1,1700,1,1,0,2,1,2,405,0,0,0,1200,2.0,3.0,1.0,4.0,5.0,1.0,1,1,3,5,0,5,2,10,,3,39.0,13,3.0,0.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,,,"-737342,750","-1046673,910","-737342,790","-1046673,890",PRAHA10Z¡BÃHLICE,äVEHLOVA,,sledovan·komunikace,,,,,,,,,1,PHA
545,2100160548,6,,2016-01-11,1,1720,1,4,0,2,1,2,503,0,0,0,1100,2.0,3.0,1.0,1.0,4.0,1.0,5,1,0,0,0,1,2,0,,3,31.0,04,1.0,0.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,,,"-739238,230","-1047522,700","-739236,650","-1047523,080",PRAHA4Z¡BÃHLICE,JIéNÕSPOJKA,,sledovan·komunikace,,,,,,,,,1,PHA
546,2100160549,6,,2016-01-11,1,1720,1,3,0,2,1,2,407,0,0,0,250,2.0,3.0,1.0,3.0,5.0,1.0,1,1,3,5,0,1,2,0,,3,25.0,15,3.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-739644,120","-1040499,830","-739644,190","-1040499,600",PRAHA8LIBE“,BULOVKA,,mÌstnÌkomunikace,,,,,,,,,1,PHA
547,2100160550,5,,2016-01-11,1,1755,1,2,0,2,1,2,411,0,0,0,650,2.0,3.0,1.0,1.0,4.0,1.0,1,4,0,0,0,1,2,0,,7,26.0,13,3.0,0.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,,,"-735101,230","-1045891,510","-735101,240","-1045891,480",PRAHA10,JIéNÕSPOJKA,,sledovan·komunikace,,,,,,,,,1,PHA
548,2100160551,6,,2016-01-11,1,1750,1,4,0,2,1,2,504,0,0,0,300,2.0,3.0,1.0,1.0,4.0,1.0,0,0,0,0,0,1,2,0,,3,4.0,10,3.0,0.0,1.0,0.0,1.0,5.0,200,3.0,1.0,1.0,,,"-747899,830","-1046178,090","-747898,290","-1046178,530",PRAHA5JINONICE,NaVidouli,,mÌstnÌkomunikace,,,,,,,,,1,PHA
549,2100160552,6,,2016-01-11,1,1810,1,3,0,2,1,2,404,0,0,0,350,2.0,3.0,1.0,1.0,4.0,1.0,0,1,0,5,0,4,2,10,,3,39.0,10,1.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,,,"-740249,091","-1044353,99","-740249,091",-1044354,PrahaIII.,P¯emyslovsk·,,mÌstnÌkomunikace,,280397.0,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554782.0,466794.0,GN_V0.1UIR-ADR_410,1,PHA
550,2100160553,6,,2016-01-11,1,1840,8,2,0,2,1,2,401,0,0,0,1000,2.0,3.0,1.0,1.0,4.0,1.0,0,7,2,0,0,6,2,10,,3,32.0,12,1.0,0.0,1.0,0.0,1.0,5.0,800,2.0,1.0,1.0,,,"-737312,100","-1043275,090","-737313,200","-1043279,880",PRAHA3éIéKOV,KONÃVOVA,,sledovan·komunikace,,,,,,,,,1,PHA
